slope_pct,raw_speed_kmh,current_speed_kmh,walk_bike_speed_kmh,hybrid_routing_speed_kmh
-27.18,112.274,24,1.91835,0.25
-27.16,112.231,24,1.91969,0.25
-27.14,112.188,24,1.92103,0.25
-27.12,112.146,24,1.92238,0.25
-27.1,112.103,24,1.92372,0.25
-27.08,112.06,24,1.92507,0.25
-27.06,112.017,24,1.92642,0.25
-27.04,111.974,24,1.92777,0.25
-27.02,111.931,24,1.92912,0.25
-27,111.888,24,1.93047,0.25
-26.98,111.845,24,1.93182,0.25
-26.96,111.802,24,1.93317,0.25
-26.94,111.759,24,1.93453,0.25
-26.92,111.716,24,1.93588,0.25
-26.9,111.673,24,1.93724,0.25
-26.88,111.63,24,1.93859,0.25
-26.86,111.587,24,1.93995,0.25
-26.84,111.544,24,1.94131,0.25
-26.82,111.501,24,1.94267,0.25
-26.8,111.458,24,1.94403,0.25
-26.78,111.414,24,1.94539,0.25
-26.76,111.371,24,1.94675,0.25
-26.74,111.329,24,1.94812,0.25
-26.72,111.285,24,1.94948,0.25
-26.7,111.242,24,1.95085,0.25
-26.68,111.199,24,1.95221,0.25
-26.66,111.156,24,1.95358,0.25
-26.64,111.112,24,1.95495,0.25
-26.62,111.069,24,1.95632,0.25
-26.6,111.026,24,1.95769,0.25
-26.58,110.982,24,1.95906,0.25
-26.56,110.939,24,1.96043,0.25
-26.54,110.896,24,1.9618,0.25
-26.52,110.852,24,1.96317,0.25
-26.5,110.809,24,1.96455,0.25
-26.48,110.766,24,1.96593,0.25
-26.46,110.722,24,1.9673,0.25
-26.44,110.679,24,1.96868,0.25
-26.42,110.635,24,1.97006,0.25
-26.4,110.592,24,1.97144,0.25
-26.38,110.548,24,1.97282,0.25
-26.36,110.505,24,1.9742,0.25
-26.34,110.461,24,1.97558,0.25
-26.32,110.418,24,1.97697,0.25
-26.3,110.374,24,1.97835,0.25
-26.28,110.331,24,1.97973,0.25
-26.26,110.287,24,1.98112,0.25
-26.24,110.243,24,1.98251,0.25
-26.22,110.2,24,1.9839,0.25
